product_id,product_number,category,name,base_price,price,unit_price,arrival,rating,reward,url
38,7434759210,food,"차일드라이프 액상 칼슘 마그네슘, 473ml, 1개","25,870","24,900",(10ml당 526원),내일(토) 도착 보장,(10831),"최대 1,245원 적립",coupang_img\7434759210.jpg
39,4583661822,food,"종가 오래오래 맛있는 열무김치, 1.5kg, 1개","18,500","16,280","(100g당 1,085원)",내일(토) 새벽 도착 보장,(26019),최대 814원 적립,coupang_img\4583661822.jpg
40,1555496136,food,"동아오츠카 포카리스웨트, 500ml, 20개","24,000","21,040",(100ml당 210원),내일(토) 새벽 도착 보장,(12109),"최대 1,052원 적립",coupang_img\1555496136.jpg
41,7235436619,food,"청정원순창 100% 현미 태양초 찰고추장, 2kg, 1개","33,000","12,050",(100g당 603원),내일(토) 도착 보장,(114306),최대 603원 적립,coupang_img\7235436619.jpg
42,7778899675,food,"립톤 아이스티 분말 복숭아맛, 1.5kg, 2개","39,800","25,670",(10g당 86원),내일(토) 도착 보장,(58387),"최대 1,284원 적립",coupang_img\7778899675.jpg
43,119465439,food,"상하목장 유기농 우유, 125ml, 24개","28,080","19,190",(100ml당 640원),내일(토) 도착 보장,(204711),최대 960원 적립,coupang_img\119465439.jpg
44,195456196,food,"하림 두마리 통닭 (냉장), 2kg, 1개","15,980","14,980",(100g당 749원),내일(토) 새벽 도착 보장,(19388),최대 699원 적립,coupang_img\195456196.jpg
45,7769897202,food,"아이클리어 루테인지아잔틴, 30정, 15g, 6개","40,000","32,050",(1정당 178원),6/7 도착 예정,(127453),"최대 1,603원 적립",coupang_img\7769897202.jpg
46,2006421912,food,"송탄농협 밥이고시다 고시히카리쌀 백미, 10kg(특등급), 1개","55,900","38,900",(100g당 389원),내일(토) 도착 보장,(3701),"최대 1,945원 적립",coupang_img\2006421912.jpg
47,7525033092,food,"맥심 모카골드 마일드 커피믹스, 12g, 160개입, 2박스","43,850","38,560",(10g당 100원),내일(토) 도착 보장,(402287),"최대 1,928원 적립",coupang_img\7525033092.jpg
48,7140321311,food,"페페브루노 아보카도 오일, 1개, 1L","20,610","18,530","(100ml당 1,853원)",내일(토) 도착 보장,(1422),최대 926원 적립,coupang_img\7140321311.jpg
49,7329614637,food,"티젠 콤부차 레몬, 5g, 50개입, 1개","16,830","15,100",(10g당 604원),내일(토) 도착 보장,(89362),최대 755원 적립,coupang_img\7329614637.jpg
50,7689270513,food,"탐사 샘물, 2L, 36개","29,940","15,390",(100ml당 21원),내일(토) 도착 보장,(28178),최대 770원 적립,coupang_img\7689270513.jpg
51,7663074272,food,"셀렉스 프로핏 웨이프로틴 초콜릿, 330ml, 24개","41,600","39,830",(10ml당 50원),내일(토) 도착 보장,(7878),"최대 1,991원 적립",coupang_img\7663074272.jpg
52,5796647511,food,"목우촌 프로포크 한돈팩 삼겹살 구이용 (냉장), 1kg, 1팩","31,900","23,000","(100g당 2,300원)",내일(토) 새벽 도착 보장,(2194),"최대 1,150원 적립",coupang_img\5796647511.jpg
53,227331518,food,"하림 IFF 닭 안심살 (냉동), 2kg, 1개","19,290","18,150",(100g당 908원),내일(토) 새벽 도착 보장,(6266),최대 908원 적립,coupang_img\227331518.jpg
54,20212391,food,"파스퇴르 무항생제 인증 바른목장 우유, 흰우유, 125ml, 24개","25,200","17,300",(100ml당 577원),내일(토) 도착 보장,(121820),최대 865원 적립,coupang_img\20212391.jpg
55,6654766761,food,"블루다이아몬드 아몬드 브리즈 오리지널, 190ml, 24개","26,400","15,200",(100ml당 333원),내일(토) 도착 보장,(185244),최대 760원 적립,coupang_img\6654766761.jpg
56,20212391,food,"파스퇴르 무항생제 인증 바른목장 우유, 흰우유, 190ml, 24개","27,600","19,500",(100ml당 428원),내일(토) 도착 보장,(121820),최대 975원 적립,coupang_img\20212391.jpg
57,7121221655,food,"곰곰 소중한 잡곡밥, 210g, 24개","33,000","25,990",(100g당 516원),내일(토) 도착 보장,(15125),"최대 1,300원 적립",coupang_img\7121221655.jpg
58,1083499625,food,"맥심 카누 마일드 로스트 아메리카노, 0.9g, 90개입, 2개","37,570","35,580","(10g당 2,196원)",내일(토) 도착 보장,(126627),"최대 1,779원 적립",coupang_img\1083499625.jpg
59,6398708126,food,"아몰리바 포마스 올리브오일, 1L, 1개","19,500","12,900","(100ml당 1,290원)",내일(토) 새벽 도착 보장,(4243),최대 645원 적립,coupang_img\6398708126.jpg
60,7927651779,food,"곰곰 흰다리 새우, 1000g, 1개","21,900","17,310","(100g당 1,731원)",내일(토) 새벽 도착 보장,(274),최대 865원 적립,coupang_img\7927651779.jpg
61,7243716923,food,"다향 훈제오리, 200g, 3팩","17,340","15,900","(100g당 2,650원)",내일(토) 새벽 도착 보장,(8496),최대 795원 적립,coupang_img\7243716923.jpg
62,6135449088,food,"일화 초정탄산수 플레인, 190ml, 60개","20,840","19,540",(100ml당 171원),내일(토) 도착 보장,(79407),최대 977원 적립,coupang_img\6135449088.jpg
63,7078107918,food,"동아오츠카 포카리스웨트, 30개, 240ml","22,000","17,980",(100ml당 250원),내일(토) 도착 보장,(65874),최대 899원 적립,coupang_img\7078107918.jpg
64,7078107918,food,"포카리스웨트, 60개, 240ml","44,000","35,210",(100ml당 245원),내일(토) 도착 보장,(65874),"최대 1,760원 적립",coupang_img\7078107918.jpg
65,119465439,food,"상하목장 유기농 우유, 200ml, 24개","33,120","23,200",(100ml당 483원),내일(토) 도착 보장,(204711),"최대 1,160원 적립",coupang_img\119465439.jpg
66,169544186,food,"뉴트리코스트 크레아틴 분말, 300g, 1개","26,500","23,500",(10g당 783원),내일(토) 도착 보장,(4333),"최대 1,100원 적립",coupang_img\169544186.jpg
67,6330671687,food,"매일유업 어메이징 오트 오리지널 귀리음료, 190ml, 24개","36,000","12,560",(100ml당 275원),내일(토) 도착 보장,(30896),최대 628원 적립,coupang_img\6330671687.jpg
68,101739306,food,"센트룸 맨 멀티비타민 미네랄 70.5g, 50정, 1개","31,200","25,000",(1정당 500원),내일(토) 도착 보장,(10716),"최대 1,250원 적립",coupang_img\101739306.jpg
69,7234890895,food,"매일유업 어메이징 오트 언스위트 귀리음료, 190ml, 24개","36,000","12,560",(100ml당 275원),내일(토) 도착 보장,(16220),최대 578원 적립,coupang_img\7234890895.jpg
70,329389373,food,"블루다이아몬드 아몬드 브리즈 언스위트, 190ml, 24개","26,400","15,700",(100ml당 344원),내일(토) 도착 보장,(107851),최대 785원 적립,coupang_img\329389373.jpg
71,5796647468,food,"목우촌 프로포크 한돈팩 갈비 찜용 (냉장), 1kg, 1팩","17,410","15,800","(100g당 1,580원)",내일(토) 새벽 도착 보장,(7572),최대 790원 적립,coupang_img\5796647468.jpg
72,7323093776,food,"맛있는 오뚜기밥 큰밥, 300g, 24개","42,720","35,640",(100g당 495원),내일(토) 도착 보장,(82085),"최대 1,782원 적립",coupang_img\7323093776.jpg
73,7792384678,food,"세노비스 마그네슘 90정, 1개","28,000","15,370",(1정당 171원),내일(토) 도착 보장,(9364),최대 769원 적립,coupang_img\7792384678.jpg
74,7425398550,food,"투데이넛 너트한줌 프리미엄 견과 선물세트 30개입, 600g, 1세트","20,900","17,400","(1세트당 17,400원)",내일(토) 도착 보장,(26542),최대 870원 적립,coupang_img\7425398550.jpg
75,300933024,food,"베지밀 검은콩 아몬드&호두 두유, 190ml, 32개","22,410","21,680",(100ml당 357원),내일(토) 도착 보장,(25824),"최대 1,084원 적립",coupang_img\300933024.jpg
76,331527359,food,"요즘 그릭요거트 플레인, 100g, 5개","19,500","17,160",(10g당 343원),내일(토) 새벽 도착 보장,(41350),최대 760원 적립,coupang_img\331527359.jpg
77,7372582856,food,"뉴케어 구수한맛 완전균형영양식, 30개, 200ml","75,000","45,370",(10ml당 76원),내일(토) 도착 보장,(125876),"최대 2,269원 적립",coupang_img\7372582856.jpg
78,6101896267,food,"곰곰 달콤한 스테비아 대추방울토마토, 1kg, 2팩","27,850","19,360",(100g당 968원),내일(토) 새벽 도착 보장,(112779),최대 968원 적립,coupang_img\6101896267.jpg
79,33222751,food,"아몰리바 포마스 올리브오일, 1L, 1개","19,500","12,900","(100ml당 1,290원)",내일(토) 도착 보장,(22989),최대 645원 적립,coupang_img\33222751.jpg
80,344626910,food,"곰곰 국내산 썰은 배추 김치, 1kg, 1개","11,820","9,990",(100g당 999원),내일(토) 새벽 도착 보장,(43359),최대 500원 적립,coupang_img\344626910.jpg
81,8008681697,food,"이디야 오리지널 아메리카노 원두커피스틱, 1g, 150개입, 1개","21,500","18,510","(10g당 1,234원)",내일(토) 도착 보장,(27314),최대 925원 적립,coupang_img\8008681697.jpg
82,7492743066,food,"포카리스웨트, 1.5L, 12개","28,000","24,860",(100ml당 138원),내일(토) 도착 보장,(136501),"최대 1,243원 적립",coupang_img\7492743066.jpg
83,5545887952,food,"종근당 칼슘 앤 마그네슘 비타민D 아연, 180정, 2개","24,380","22,380",(1정당 62원),내일(토) 도착 보장,(116934),"최대 1,119원 적립",coupang_img\5545887952.jpg
84,6586372374,food,"종근당건강 프로메가 오메가3 트리플 장용성, 60정, 2개","39,900","18,980",(1정당 158원),내일(토) 도착 보장,(70687),최대 949원 적립,coupang_img\6586372374.jpg
85,7492743066,food,"포카리스웨트, 500ml, 20개","24,000","21,040",(100ml당 210원),내일(토) 도착 보장,(136501),"최대 1,052원 적립",coupang_img\7492743066.jpg
86,6517048522,food,"레쓰비 마일드 커피, 175ml, 90개","32,910","31,390",(100ml당 199원),내일(토) 도착 보장,(136315),"최대 1,570원 적립",coupang_img\6517048522.jpg
87,7337512163,food,"곰곰 자유방목 동물복지 유정란, 30구, 1개","15,690","14,990",(1구당 500원),내일(토) 새벽 도착 보장,(5043),최대 750원 적립,coupang_img\7337512163.jpg
88,319152577,food,"롯데칠성음료 칠성사이다, 210ml, 60개","26,460","25,990",(100ml당 206원),내일(토) 도착 보장,(231932),"최대 1,300원 적립",coupang_img\319152577.jpg
89,250855310,food,"마이산 맥반석 구운란 30구, 2개","27,900","18,800",(1구당 313원),내일(토) 새벽 도착 보장,(82686),최대 940원 적립,coupang_img\250855310.jpg
90,4975075206,food,"서울우유 멸균 흰우유, 1L, 10개","31,500","16,310",(100ml당 163원),내일(토) 도착 보장,(371065),최대 815원 적립,coupang_img\4975075206.jpg
91,1690365300,food,"포크밸리 등갈비 찜용 / 구이용 (냉장), 1kg, 1팩","34,000","25,900","(100g당 2,590원)",내일(토) 새벽 도착 보장,(15240),"최대 1,295원 적립",coupang_img\1690365300.jpg
92,7014727109,food,"뉴케어 미니 구수한맛 영양식, 150ml, 24개","48,000","29,350",(10ml당 82원),내일(토) 도착 보장,(55312),"최대 1,468원 적립",coupang_img\7014727109.jpg
93,6795314250,food,"주스용 토마토, 5kg, 1박스","35,820","17,820",(100g당 356원),내일(토) 새벽 도착 보장,(3467),최대 891원 적립,coupang_img\6795314250.jpg
94,6667212785,food,"네오그레인 저당지수 혼합잡곡 식습관개선 균형체질용, 2kg, 1개","21,750","15,980",(100g당 799원),내일(토) 도착 보장,(20488),최대 799원 적립,coupang_img\6667212785.jpg
95,7757148162,food,"매일유업 매일두유 99.9, 190ml, 24개","31,200","13,570",(100ml당 298원),내일(토) 도착 보장,(145589),최대 679원 적립,coupang_img\7757148162.jpg
96,7522620409,food,"아카페라 올데이 아메리카노, 12개, 1L","25,200","18,480",(100ml당 154원),내일(토) 도착 보장,(47396),최대 924원 적립,coupang_img\7522620409.jpg
97,191119084,food,"올품 닭가슴살 슬라이스 IQF (냉동), 2kg, 1개","18,610","16,740",(100g당 837원),내일(토) 새벽 도착 보장,(23796),최대 837원 적립,coupang_img\191119084.jpg
98,5071892418,food,"펩시 제로슈거 콜라, 210ml, 60개","27,890","27,500",(100ml당 218원),내일(토) 도착 보장,(149140),"최대 1,375원 적립",coupang_img\5071892418.jpg
99,4535403908,food,"스팸 클래식, 340g, 10개","75,800","34,830",(10g당 102원),6/4(화) 도착 예정,(69022),"최대 1,741원 적립",coupang_img\4535403908.jpg
100,7792711474,food,"못난이 사과 소과, 1.5kg(8~10입), 1팩","15,980","14,140",(100g당 943원),내일(토) 새벽 도착 보장,(848),최대 707원 적립,coupang_img\7792711474.jpg
101,7733005607,food,"하림이닭 닭가슴살 블랙페퍼 (냉동), 100g, 10개","22,310","19,130","(100g당 1,913원)",내일(토) 새벽 도착 보장,(986),최대 956원 적립,coupang_img\7733005607.jpg
102,303828655,food,"생생포크 한돈 앞다리살 불고기용 (냉장), 1000g, 1개","21,470","14,300","(100g당 1,430원)",내일(토) 새벽 도착 보장,(17271),최대 715원 적립,coupang_img\303828655.jpg
103,2509497,food,"매일유업 저지방 1%, 200ml, 24개","18,000","15,920",(100ml당 332원),내일(토) 도착 보장,(86316),최대 796원 적립,coupang_img\2509497.jpg
104,1104348748,food,"곰곰 양념 소불고기 (냉장), 1kg, 1개","18,690","17,050","(100g당 1,705원)",내일(토) 새벽 도착 보장,(116644),최대 853원 적립,coupang_img\1104348748.jpg
105,1553274762,food,"이롬 황성주 박사의 국산콩 두유 검은콩 고칼슘, 190ml, 20개","48,000","11,360",(100ml당 299원),내일(토) 새벽 도착 보장,(15536),최대 568원 적립,coupang_img\1553274762.jpg
106,166996432,food,"곰곰 소중한 우리쌀 2023년(햅쌀), 10kg(상등급), 1개","42,800","27,790",(100g당 278원),내일(토) 도착 보장,(443771),"최대 1,390원 적립",coupang_img\166996432.jpg
107,7568064592,food,"[안국건강] [TV CF 제품] 아이원 루테인 지아잔틴 미니 180캡슐 1박스 (6개월분, 180정, 1개","48,120","38,500",(1정당 214원),6/4(화) 도착 예정,(3553),"최대 1,925원 적립",coupang_img\7568064592.jpg
108,1392110173,food,"폰타나 엑스트라 버진 올리브유 마라스카, 500ml, 1개","17,890","16,500","(100ml당 3,300원)",내일(토) 새벽 도착 보장,(5269),최대 825원 적립,coupang_img\1392110173.jpg
109,6795965704,food,"하림 닭가슴살 블랙페퍼 8개입, 800g, 1개","16,230","15,800","(100g당 1,975원)",내일(토) 새벽 도착 보장,(30497),최대 710원 적립,coupang_img\6795965704.jpg
110,1717552921,food,"프레시지 더큰 햄가득 부대전골 밀키트, 868g, 1개","15,940","15,200","(100g당 1,751원)",내일(토) 새벽 도착 보장,(60918),최대 760원 적립,coupang_img\1717552921.jpg
111,6922354075,food,"솔레르 로메로 유기농 엑스트라버진 올리브오일, 500ml, 1개","101,370","37,460","(100ml당 7,492원)",6/5(수) 도착 예정,(10494),"최대 1,873원 적립",coupang_img\6922354075.jpg
112,7537937892,food,"뉴케어 구수한맛 순, 48개, 200ml","74,440","58,550",(100ml당 610원),내일(토) 도착 보장,(21375),"최대 2,928원 적립",coupang_img\7537937892.jpg
113,6650747515,food,"청정원 대용량 홍초 석류 블루베리 자연숙성발효초, 1.5L, 1개","31,170","28,990",(10ml당 193원),6/4(화) 도착 예정,(68502),"최대 1,450원 적립",coupang_img\6650747515.jpg
114,6517048522,food,"레쓰비 마일드 커피, 175ml, 60개","21,940","21,000",(100ml당 200원),내일(토) 도착 보장,(136315),"최대 1,050원 적립",coupang_img\6517048522.jpg
115,2042132,food,"동원 라이트 스탠다드 참치, 85g, 12개","22,800","17,920",(10g당 176원),내일(토) 도착 보장,(248753),최대 896원 적립,coupang_img\2042132.jpg
116,2510991,food,"동아오츠카 나랑드사이다 제로, 500ml, 20개","20,000","14,900",(100ml당 149원),내일(토) 도착 보장,(140212),최대 745원 적립,coupang_img\2510991.jpg
117,7757148162,food,"매일유업 매일두유 99.9, 950ml, 10개","18,400","17,160",(100ml당 181원),내일(토) 도착 보장,(145589),최대 858원 적립,coupang_img\7757148162.jpg
118,4708084849,food,"매일 멸균우유 오리지널, 200ml, 24개","24,000","15,600",(100ml당 325원),내일(토) 도착 보장,(250110),최대 663원 적립,coupang_img\4708084849.jpg
119,7691729906,food,"에브리데이 산수, 1L, 36개","15,000","13,680",(100ml당 38원),내일(토) 도착 보장,(73866),최대 684원 적립,coupang_img\7691729906.jpg
120,9371774,food,"코카콜라 오리지널, 190ml, 60개","31,710","29,450",(100ml당 258원),내일(토) 도착 보장,(109373),"최대 1,473원 적립",coupang_img\9371774.jpg
121,6444223952,food,"센트룸 멀티 구미 160g, 80정, 1개","24,000","20,970",(1정당 262원),내일(토) 도착 보장,(32643),최대 880원 적립,coupang_img\6444223952.jpg
122,7115433425,food,"하이트진로 진로 토닉워터 제로, 600ml, 20개","23,600","18,900",(100ml당 158원),내일(토) 도착 보장,(9780),최대 945원 적립,coupang_img\7115433425.jpg
123,7460637047,food,"삼양라면, 40개","24,230","22,500",(1개당 563원),내일(토) 도착 보장,(129642),"최대 1,125원 적립",coupang_img\7460637047.jpg
124,7458810098,food,"종근당건강 락토핏 골드, 160g, 3개","85,500","47,800",(10g당 996원),내일(토) 도착 보장,(221442),"최대 2,390원 적립",coupang_img\7458810098.jpg
125,7235457880,food,"오뚜기 맛있는 오뚜기밥, 210g, 36개","41,940","28,890",(100g당 382원),내일(토) 도착 보장,(579486),"최대 1,445원 적립",coupang_img\7235457880.jpg
126,5625704601,food,"탐사수 무라벨, 500ml, 80개","23,620","15,990",(100ml당 40원),내일(토) 도착 보장,(1057172),최대 750원 적립,coupang_img\5625704601.jpg
127,5510470111,food,"백종원의 만능 장아찌 간장소스, 1.5L, 3개","34,820","19,140",(100ml당 425원),내일(토) 도착 보장,(22348),최대 957원 적립,coupang_img\5510470111.jpg
128,1465326792,food,"곰곰 한돈 앞다리살 수육용 (냉장), 1kg, 1팩","16,590","14,000","(100g당 1,400원)",내일(토) 새벽 도착 보장,(29124),최대 700원 적립,coupang_img\1465326792.jpg
129,6694512657,food,"프렌치카페 마일드 프리미엄 에디션 카페믹스, 11.1g, 210개입, 1개","30,450","24,900",(10g당 107원),내일(토) 도착 보장,(244541),"최대 1,245원 적립",coupang_img\6694512657.jpg
130,6436856710,food,"남양 맛있는 우유 GT, 200ml, 24개","20,900","14,980",(100ml당 312원),내일(토) 도착 보장,(58274),최대 749원 적립,coupang_img\6436856710.jpg
131,5625704601,food,"탐사수 무라벨, 2L, 24개","19,960","12,690",(100ml당 26원),내일(토) 도착 보장,(1057172),최대 635원 적립,coupang_img\5625704601.jpg
132,6530634410,food,"딜라잇가든 유기가공식품 인증 블루베리 (냉동), 900g, 1개","18,900","13,500","(100g당 1,500원)",내일(토) 새벽 도착 보장,(16293),최대 675원 적립,coupang_img\6530634410.jpg
133,7235506933,food,"뉴케어 당플랜 호두맛 당뇨환자영양식, 200ml, 30개","90,000","53,200",(100ml당 887원),내일(토) 도착 보장,(49780),"최대 2,660원 적립",coupang_img\7235506933.jpg
134,7075133888,food,"농협안심한우 정육 세절 1등급 국거리용 (냉장), 300g, 1팩","22,900","11,670","(100g당 3,890원)",내일(토) 새벽 도착 보장,(12357),최대 579원 적립,coupang_img\7075133888.jpg
135,8106657454,food,"햇반 작은 공기 130g x36, 36개","54,000","25,010",(100g당 534원),6/4(화) 도착 예정,(4890),"최대 1,250원 적립",coupang_img\8106657454.jpg
136,7811527978,food,"카무트 골드 카무트 효소 30p, 90g, 3개","65,400","50,480","(10g당 1,870원)",내일(토) 도착 보장,(9454),"최대 2,524원 적립",coupang_img\7811527978.jpg
137,4947691572,food,"가농 1+ 등급란으로 만든 비타민 구운란 30구, 1개","17,900","15,490",(1구당 516원),내일(토) 새벽 도착 보장,(27562),최대 775원 적립,coupang_img\4947691572.jpg
138,6948139199,food,"아이시스 8.0 생수, 200ml, 60개","15,830","15,400",(100ml당 128원),내일(토) 도착 보장,(240787),최대 770원 적립,coupang_img\6948139199.jpg
139,5116596401,food,"이롬 황성주 국산콩 검은콩 고칼슘 두유, 24개, 190ml","26,900","13,630",(100ml당 299원),내일(토) 도착 보장,(137469),최대 681원 적립,coupang_img\5116596401.jpg
140,162464612,food,"하림 자연실록 무항생제 인증 닭가슴살 (냉장), 400g, 2팩","12,200","11,800","(100g당 1,475원)",내일(토) 새벽 도착 보장,(54059),최대 535원 적립,coupang_img\162464612.jpg
141,7470533914,food,"비에스엔 신타6단백질파우더 초코맛 48회분, 2.27kg, 1개","110,900","93,000",(10g당 410원),내일(토) 도착 보장,(1143),"최대 4,650원 적립",coupang_img\7470533914.jpg
142,7689270513,food,"탐사 샘물, 500ml, 80개","25,960","14,990",(100ml당 37원),내일(토) 도착 보장,(28178),최대 750원 적립,coupang_img\7689270513.jpg
143,8065752480,food,"포카리스웨트 페트, 340ml, 20개","19,600","14,030",(100ml당 206원),내일(토) 도착 보장,(142035),최대 701원 적립,coupang_img\8065752480.jpg
